scientific_name,common_name,family,height (feet),height_min,height_max,spread (feet),spread_min,spread_max,type,bloom_time,bloom_start,bloom_end,maintenance,sun,sun_max,sun_min,water,zone,zone_min,zone_max,bloom_desc,native_range
Dracaena sanderiana,Dracaena,Asparagaceae,3.00 to 5.00,3.0,5.0,3.00 to 5.00,3.0,5.0,Herbaceous perennial,Rarely flowers indoors,Rarely flowers indoors,,Low,Part shade to full shade,part shade,full shade,Medium,9 to 12,9,12,Rarely flowers indoors, Cameroon
Dracocephalum ruyschiana,Northern Dragonhead,Lamiaceae,0.50 to 1.00,0.5,1.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,July to August,July,August,Low,Full sun to part shade,full sun,part shade,Medium,3 to 7,3,7,Blue," Central Europe, Russia, Asia"
Dracopis amplexicaulis,Clasping Coneflower,Asteraceae,1.50 to 2.00,1.5,2.0,1.00 to 1.50,1.0,1.5,Annual,July to September,July,September,Low,Full sun,full sun,,Dry to medium,2 to 11,2,11,Yellow rays with dark brown center disk, Southeastern and southcentral United States
Dracunculus vulgaris,Dragon Arum,Araceae,2.00 to 3.00,2.0,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,June to July,June,July,Low,Full sun to part shade,full sun,part shade,Medium,7 to 10,7,10,Maroon purple," Algeria, southeastern Europe, Turkey"
Drimys lanceolata,Pepper Tree,Winteraceae,6.00 to 10.00,6.0,10.0,4.00 to 8.00,4.0,8.0,Deciduous shrub,April to May,April,May,Medium,Full sun to part shade,full sun,part shade,Medium,8 to 10,8,10,Yellow to creamy white, Australia
Drosanthemum micans,Drosanthemum,Aizoaceae,1.00 to 2.00,1.0,2.0,2.00 to 3.00,2.0,3.0,Herbaceous perennial,Seasonal bloomer,Seasonal bloomer,,Low,Full sun,full sun,,Dry to medium,8 to 10,8,10,Yellow with red tips, South Africa
Drosera binata var. dichotoma,Daily Dew,Droseraceae,0.50 to 1.00,0.5,1.0,0.50 to 1.00,0.5,1.0,Herbaceous perennial,June to August,June,August,High,Full sun,full sun,,Wet,7 to 9,7,9,White," Southeastern Australia, New Zealand"
Drosera capensis,Cape Sundew,Droseraceae,2.50 to 6.00,2.5,6.0,3.00 to 6.00,3.0,6.0,Herbaceous perennial,May to September,May,September,High,Full sun,full sun,,Wet,7 to 9,7,9,Pink, South Africa
Drosera filiformis var. filiformis,Thread-leaf Sundew,Droseraceae,0.25 to 1.00,0.25,1.0,0.50 to 1.00,0.5,1.0,Herbaceous perennial,June to August,June,August,Low,Full sun,full sun,,Wet,7 to 8,7,8,Pink to purple, Eastern North America
Dryopteris australis,Woodfern,Dryopteridaceae,4.00 to 5.00,4.0,5.0,2.00 to 3.00,2.0,3.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,5 to 9,5,9,Non-flowering, Southeastern United States
Dryopteris carthusiana,Wood Fern,Dryopteridaceae,2.00 to 3.00,2.0,3.0,2.00 to 3.00,2.0,3.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,3 to 8,3,8,Non-flowering, Northern temperate regions
Dryopteris celsa,Log Fern,Dryopteridaceae,3.00 to 4.00,3.0,4.0,1.50 to 2.50,1.5,2.5,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,5 to 9,5,9,Non-flowering, Easten United States
Dryopteris championii,Champion's Wood Fern,Dryopteridaceae,2.00 to 3.00,2.0,3.0,2.00 to 3.00,2.0,3.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,5 to 8,5,8,Non-flowering, Central and eastern Asia
Dryopteris clintoniana,Clinton's Wood Fern,Dryopteridaceae,2.00 to 4.00,2.0,4.0,2.00 to 4.00,2.0,4.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium to wet,3 to 8,3,8,Non-flowering, Northeastern North America
Dryopteris × complexa,Buckler Fern,Dryopteridaceae,3.00 to 4.00,3.0,4.0,3.00 to 4.00,3.0,4.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,5 to 9,5,9,Non-flowering, Garden origin
Dryopteris × complexa 'Robust',Buckler Fern,Dryopteridaceae,3.00 to 4.00,3.0,4.0,3.00 to 4.00,3.0,4.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,5 to 9,5,9,Non-flowering,
Dryopteris × complexa 'Rumpelstiltskin',Buckler Fern,Dryopteridaceae,3.00 to 4.00,3.0,4.0,2.00 to 3.00,2.0,3.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,5 to 8,5,8,Non-flowering,
Dryopteris crassirhizoma,Wood Fern,Dryopteridaceae,2.00 to 3.50,2.0,3.5,2.00 to 3.00,2.0,3.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,5 to 8,5,8,Non-flowering, Northeastern Asia
Dryopteris cycadina,Wood Fern,Dryopteridaceae,1.50 to 3.00,1.5,3.0,1.50 to 3.00,1.5,3.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,5 to 8,5,8,Non-flowering," China, Japan, Malaysia"
Dryopteris dilatata,Broad Buckler Fern,Dryopteridaceae,2.00 to 3.00,2.0,3.0,2.00 to 3.00,2.0,3.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,5 to 9,5,9,Non-flowering, Europe
Dryopteris dilatata 'Lepidota Cristata',Broad Buckler Fern,Dryopteridaceae,1.00 to 1.50,1.0,1.5,1.00 to 2.00,1.0,2.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,5 to 9,5,9,Non-flowering,
Dryopteris erythrosora,Japanese Shield Fern,Dryopteridaceae,1.50 to 2.50,1.5,2.5,1.50 to 2.50,1.5,2.5,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,5 to 8,5,8,Non-flowering, Eastern Asia
Dryopteris erythrosora 'Brilliance',Autumn Fern,Dryopteridaceae,1.00 to 2.00,1.0,2.0,1.00 to 2.00,1.0,2.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,5 to 8,5,8,Non-flowering,
Dryopteris filix-mas,Male Fern,Dryopteridaceae,2.00 to 3.00,2.0,3.0,2.00 to 3.00,2.0,3.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,4 to 8,4,8,Non-flowering, Northern temperate regions
Dryopteris filix-mas 'Barnesii',Male Fern,Dryopteridaceae,2.50 to 3.00,2.5,3.0,1.50 to 2.00,1.5,2.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,4 to 8,4,8,Non-flowering,
Dryopteris filix-mas 'Crispatissima',Male Fern,Dryopteridaceae,1.00 to 1.50,1.0,1.5,0.75 to 1.00,0.75,1.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,4 to 8,4,8,,
Dryopteris filix-mas 'Cristata Martindale',Male Fern,Dryopteridaceae,1.50 to 2.00,1.5,2.0,1.00 to 1.50,1.0,1.5,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,4 to 8,4,8,Non-flowering,
Dryopteris filix-mas 'Grandiceps Wills',Male Fern,Dryopteridaceae,2.50 to 3.00,2.5,3.0,1.50 to 2.00,1.5,2.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,4 to 8,4,8,Non-flowering,
Dryopteris filix-mas 'Linearis',Male Fern,Dryopteridaceae,3.00 to 4.00,3.0,4.0,3.00 to 4.00,3.0,4.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,5 to 9,5,9,,
Dryopteris filix-mas 'Linearis Polydactyla',Male Fern,Dryopteridaceae,3.00 to 4.00,3.0,4.0,3.00 to 4.00,3.0,4.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,5 to 9,5,9,Non-flowering,
Dryopteris goldiana,Goldie's Shield Fern,Dryopteridaceae,3.00 to 4.00,3.0,4.0,4.00 to 6.00,4.0,6.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,3 to 7,3,7,Non-flowering, Eastern North America
Dryopteris intermedia,Intermediate Wood Fern,Dryopteridaceae,1.00 to 3.00,1.0,3.0,1.00 to 3.00,1.0,3.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,5 to 8,5,8,, Northeastern United States
Dryopteris lacera,Wood Fern,Dryopteridaceae,1.00 to 2.00,1.0,2.0,1.50 to 3.00,1.5,3.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium to wet,5 to 8,5,8,Non-flowering, Northeastern Asia
Dryopteris marginalis,Marginal Wood Fern,Dryopteridaceae,1.50 to 2.00,1.5,2.0,1.50 to 2.00,1.5,2.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,3 to 8,3,8,Non-flowering, North America
Dryopteris pseudofilix-mas,Mexican Male Fern,Dryopteridaceae,2.00 to 4.00,2.0,4.0,2.00 to 3.00,2.0,3.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,5 to 8,5,8,Non-flowering, Mexico
Dryopteris remota,Wood Fern,Dryopteridaceae,2.00 to 2.50,2.0,2.5,1.50 to 2.00,1.5,2.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,4 to 8,4,8,Non-flowering, Europe
Dryopteris tokyoensis,Tokyo Wood Fern,Dryopteridaceae,1.50 to 3.00,1.5,3.0,1.50 to 3.00,1.5,3.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,5 to 8,5,8,Non-flowering, Asia
Dryopteris wallichiana,Wood Fern,Dryopteridaceae,4.00 to 5.00,4.0,5.0,2.00 to 3.00,2.0,3.0,Fern,Non-flowering,Non-flowering,,Low,Part shade to full shade,part shade,full shade,Medium,6 to 9,6,9,Non-flowering," Southeastern Asia, South America, Central America"
Duranta erecta,Golden Dewdrops,Verbenaceae,2.00 to 4.00,2.0,4.0,1.00 to 2.00,1.0,2.0,Broadleaf evergreen,Seasonal bloomer,Seasonal bloomer,,Medium,Full sun,full sun,,Medium,10 to 11,10,11,"Light blue, violet or white", Tropical America
Duranta erecta 'Cuban Gold',Pigeon Berry,Verbenaceae,0.75 to 2.00,0.75,2.0,2.00 to 3.00,2.0,3.0,Broadleaf evergreen,Seasonal bloomer,Seasonal bloomer,,Medium,Full sun,full sun,,Medium,9 to 11,9,11,Light lavender-blue,
Dypsis lutescens,Bamboo Palm,Arecaceae,12.00 to 30.00,12.0,30.0,8.00 to 15.00,8.0,15.0,Palm or Cycad,July to August,July,August,Low,Full sun to part shade,full sun,part shade,Medium,10 to 11,10,11,Yellow, Madagascar
Ecballium elaterium,Squirting Cucumber,Cucurbitaceae,1.00 to 1.50,1.0,1.5,1.00 to 3.00,1.0,3.0,Vine,June to August,June,August,Medium,Full sun,full sun,,Medium,9 to 11,9,11,Yellow," Europe, northern Africa, temperate Asia"
Eccremocarpus scaber,Glory Flower,Bignoniaceae,7.00 to 10.00,7.0,10.0,2.00 to 3.00,2.0,3.0,Vine,July,July,,Low,Full sun,full sun,,Medium,8 to 10,8,10,Orange to red, Chile
× Echibeckia SUMMERINA BUTTERSCOTCH BISCUIT,Rudbeckia/echinacea Hybrid,Asteraceae,1.50 to 2.00,1.5,2.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Medium,6 to 10,6,10,Golden yellow,
× Echibeckia SUMMERINA ORANGE,Rudbeckia/echinacea Hybrid,Asteraceae,1.50 to 2.00,1.5,2.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Medium,6 to 10,6,10,Orange with brown center disk,
× Echibeckia SUMMERINA SUNCHASER,Rudbeckia/echinacea Hybrid,Asteraceae,1.50 to 2.00,1.5,2.0,1.25 to 1.50,1.25,1.5,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Medium,7 to 9,7,9,Orange-yellow ray florets surrounding dark brown central cone,
Echinacea 'Adam Saul' CRAZY PINK,Coneflower,Asteraceae,2.00 to 2.50,2.0,2.5,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,4 to 8,4,8,Pale pink,
Echinacea 'All that Jazz',Coneflower,Asteraceae,2.50 to 3.00,2.5,3.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 8,3,8,Lavender pink rays with orange center cone,
Echinacea 'Aloha',Coneflower,Asteraceae,1.50 to 2.50,1.5,2.5,2.00 to 2.50,2.0,2.5,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 8,3,8,Creamy yellow with an orange cone,
Echinacea 'Amber Mist',Coneflower,Asteraceae,1.50 to 2.00,1.5,2.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 8,3,8,Yellow-orange rays with yellow-green center cone,
Echinacea angustifolia,Narrow-leaf Coneflower,Asteraceae,1.00 to 2.00,1.0,2.0,0.75 to 1.50,0.75,1.5,Herbaceous perennial,June to July,June,July,Low,Full sun,full sun,,Dry to medium,3 to 8,3,8,Light pink to pale purple, Central North America
Echinacea 'Art's Pride' ORANGE MEADOWBRITE,Coneflower,Asteraceae,2.00 to 3.00,2.0,3.0,1.50 to 2.50,1.5,2.5,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 8,3,8,Orange with brown center cone,
Echinacea 'Balscblum' DOUBLE SCOOP BUBBLE GUM,Purple Coneflower,Asteraceae,2.00 to 2.50,2.0,2.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 8,3,8,Deep pink center with lighter pink rays,
Echinacea 'Balsomemy' SOMBRERO LEMON YELLOW,Coneflower,Asteraceae,2.00 to 2.25,2.0,2.25,2.50 to 3.00,2.5,3.0,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Dry to medium,5 to 9,5,9,Yellow,
Echinacea 'Balsomsolst' SOMBRERO SUMMER SOLSTICE,Coneflower,Asteraceae,1.50 to 1.75,1.5,1.75,1.75 to 2.00,1.75,2.0,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,4 to 9,4,9,Yellow rays with white bases surrounding orange center cone,
Echinacea 'Balsomtresgo' SOMBRERO TRES AMIGOS,Coneflower,Asteraceae,1.50 to 2.00,1.5,2.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,4 to 9,4,9,Coral-pink to magenta,
Echinacea 'Bravado',Coneflower,Asteraceae,3.00 to 4.00,3.0,4.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 8,3,8,Rose pink with an orange cone,
Echinacea BURGUNDY FIREWORKS,Coneflower,Asteraceae,1.00 to 1.50,1.0,1.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 8,3,8,Purplish red ray flowers and orange disk flowers,
Echinacea 'Canary Feathers',Coneflower,Asteraceae,1.50 to 1.75,1.5,1.75,1.25 to 1.50,1.25,1.5,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 8,3,8,Yellow,
Echinacea 'CBG Cone 2' PIXIE MEADOWBRITE,Coneflower,Asteraceae,1.00 to 2.00,1.0,2.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 9,3,9,Pink,
Echinacea 'Cheyenne Spirit',Coneflower,Asteraceae,1.00 to 2.50,1.0,2.5,1.00 to 2.00,1.0,2.0,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,4 to 9,4,9,"White, cream, red, pink, orange, yellow or purple ray flowers with brown disk flowers",
Echinacea 'Coral Reef',Coneflower,Asteraceae,2.00 to 3.00,2.0,3.0,1.50 to 2.50,1.5,2.5,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 8,3,8,Coral rays with dark coral red center cone (double),
Echinacea 'Emily Saul' BIG SKY AFTER MIDNIGHT,Coneflower,Asteraceae,0.75 to 1.00,0.75,1.0,0.75 to 1.00,0.75,1.0,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 8,3,8,Reddish-purple rays with a reddish black center cone,
Echinacea 'Evan Saul' BIG SKY SUNDOWN,Coneflower,Asteraceae,2.50 to 3.00,2.5,3.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 8,3,8,Russet-orange rays with dark brown center cone,
Echinacea 'Firebird',Coneflower,Asteraceae,2.00 to 3.00,2.0,3.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 8,3,8,Scarlet red rays with orange-brown center cone,
Echinacea 'Flame Thrower',Coneflower,Asteraceae,2.50 to 3.00,2.5,3.0,2.50 to 3.00,2.5,3.0,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 8,3,8,Orange/yellow rays with orange center cone,
Echinacea 'Frankly Scarlet',Coneflower,Asteraceae,2.00 to 2.25,2.0,2.25,1.25 to 1.50,1.25,1.5,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,4 to 9,4,9,Orange-red,
Echinacea 'Glowing Dream',Coneflower,Asteraceae,1.00 to 2.00,1.0,2.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,4 to 9,4,9,Watermelon pink with an orange brown cone,
Echinacea 'Heavenly Dream',Coneflower,Asteraceae,1.50 to 2.00,1.5,2.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 8,3,8,White rays with greenish-yellow center cone,
Echinacea 'Hot Lava',Coneflower,Asteraceae,3.00 to 4.00,3.0,4.0,2.00 to 3.00,2.0,3.0,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 8,3,8,Orange-red rays with dark orange center cone,
Echinacea 'Hot Papaya',Coneflower,Asteraceae,2.50 to 3.00,2.5,3.0,2.00 to 2.50,2.0,2.5,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,4 to 9,4,9,Orange-red,
Echinacea 'Hot Summer',Coneflower,Asteraceae,2.00 to 3.00,2.0,3.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 8,3,8,Yellow-orange to red rays with dark orange center cone,
Echinacea 'Irresistible',Coneflower,Asteraceae,1.00 to 1.50,1.0,1.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 8,3,8,Yellow with copper cone maturing to coral-pink then pale salmon,
Echinacea 'Julia',Coneflower,Asteraceae,1.00 to 1.50,1.0,1.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 8,3,8,Tangerine orange with a deep copper cone,
Echinacea 'Katie Saul' BIG SKY SUMMER SKY,Coneflower,Asteraceae,2.00 to 3.00,2.0,3.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 8,3,8,Peach to rose-pink with dark orange center cone,
Echinacea 'Leilani',Coneflower,Asteraceae,3.00 to 3.50,3.0,3.5,2.00 to 2.50,2.0,2.5,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,4 to 9,4,9,Yellow,
Echinacea 'Mac 'n' Cheese',Coneflower,Asteraceae,1.50 to 2.00,1.5,2.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,4 to 9,4,9,Yellow,
Echinacea 'Mama Mia',Purple Coneflower,Asteraceae,1.50 to 2.00,1.5,2.0,1.50 to 2.50,1.5,2.5,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 8,3,8,"Red rays maturing to orange, coral and pink",
Echinacea 'Marmalade',Coneflower,Asteraceae,2.00 to 2.50,2.0,2.5,2.00 to 2.50,2.0,2.5,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,5 to 8,5,8,Marmalade orange,
Echinacea 'Matthew Saul' BIG SKY HARVEST MOON,Coneflower,Asteraceae,2.00 to 2.50,2.0,2.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 8,3,8,Golden yellow rays with orange center cone,
Echinacea 'Maui Sunshine',Coneflower,Asteraceae,2.00 to 3.00,2.0,3.0,1.50 to 2.50,1.5,2.5,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 8,3,8,Yellow rays with orange center cone,
Echinacea 'Meteor Red',Coneflower,Asteraceae,1.50 to 2.00,1.5,2.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 8,3,8,Red,
Echinacea 'Milk Shake' CONE-FECTIONS,Coneflower,Asteraceae,2.00 to 3.00,2.0,3.0,2.00 to 3.00,2.0,3.0,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,4 to 9,4,9,White,
Echinacea 'Orange You Awesome',Coneflower,Asteraceae,1.50 to 1.75,1.5,1.75,1.25 to 1.50,1.25,1.5,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,4 to 8,4,8,Orange and red bicolor,
Echinacea pallida,Pale Purple Coneflower,Asteraceae,2.00 to 3.00,2.0,3.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to July,June,July,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 10,3,10,Pale purple, Eastern and central North America
Echinacea pallida 'Hula Dancer',Pale Purple Coneflower,Asteraceae,2.00 to 3.00,2.0,3.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to July,June,July,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 8,3,8,White tinged with pale pink,
Echinacea (Paradiso Mix),Purple Coneflower,Asteraceae,2.00 to 3.00,2.0,3.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Dry to medium,3 to 8,3,8,Blend of colors,
